Day,Scenario,Method,QualityScore,Parameters
65,SuburbanSmall,Traditional,0.6962932934210166,"{'transport_cost': 145.29129876307016, 'labor_cost': 344.1745843068239, 'project_duration': 32.60660606597921, 'material_cost': 560.6791390178425, 'carbon_emission': 345.3882145415538, 'quality_index': 1.6167573734094596}"
66,UrbanLarge,OSC,49.2358035738068,"{'transport_cost': 108.00103474143778, 'labor_cost': 186.20272475945802, 'project_duration': 44.94254620500303, 'material_cost': 229.50294571823477, 'carbon_emission': 40.26639261837034, 'quality_index': 8.297712223396346}"
66,UrbanLarge,Traditional,16.99080148651701,"{'transport_cost': 253.1792968962911, 'labor_cost': 180.00378085716414, 'project_duration': 73.3006810605257, 'material_cost': 464.1160209671686, 'carbon_emission': 112.7144248774031, 'quality_index': 6.238715044812707}"
66,SuburbanSmall,OSC,7.598463578363441,"{'transport_cost': 226.3289289276498, 'labor_cost': 210.2979244946995, 'project_duration': 99.86368113542453, 'material_cost': 176.69678677554612, 'carbon_emission': 51.722780632732714, 'quality_index': 1.37765998472095}"
66,SuburbanSmall,Traditional,4.282077560084734,"{'transport_cost': 119.88742088722458, 'labor_cost': 309.0416495180304, 'project_duration': 34.92686469972373, 'material_cost': 356.5393119277794, 'carbon_emission': 326.24465249679224, 'quality_index': 2.68938989109156}"
67,UrbanLarge,OSC,53.68270753935021,"{'transport_cost': 138.57929107930687, 'labor_cost': 182.4667627544515, 'project_duration': 52.36059672037577, 'material_cost': 333.1778717914908, 'carbon_emission': 19.736489769211108, 'quality_index': 9.036256545324406}"
67,UrbanLarge,Traditional,10.318122309563307,"{'transport_cost': 174.77318390486036, 'labor_cost': 175.34367518041424, 'project_duration': 31.757524815453756, 'material_cost': 404.49390895320425, 'carbon_emission': 211.79616032931506, 'quality_index': 4.313052586071814}"
67,SuburbanSmall,OSC,28.251270101297216,"{'transport_cost': 71.58237974656447, 'labor_cost': 253.61375143661002, 'project_duration': 38.36594130272581, 'material_cost': 378.3032318681091, 'carbon_emission': 74.42456485136991, 'quality_index': 4.848732083486931}"
67,SuburbanSmall,Traditional,20.976403711467913,"{'transport_cost': 224.81334820492253, 'labor_cost': 333.6170792775121, 'project_duration': 34.33995438209775, 'material_cost': 453.0209620389397, 'carbon_emission': 250.908409529197, 'quality_index': 8.053262911035823}"
68,UrbanLarge,OSC,28.27226047610217,"{'transport_cost': 232.500334334316, 'labor_cost': 172.0908730904944, 'project_duration': 72.27577919901142, 'material_cost': 324.80458489835644, 'carbon_emission': 64.97810428543264, 'quality_index': 4.847235809846352}"
68,UrbanLarge,Traditional,4.705292401635111,"{'transport_cost': 185.8900490758224, 'labor_cost': 345.45291455083554, 'project_duration': 56.23301900554394, 'material_cost': 571.3178633642276, 'carbon_emission': 148.44786456300722, 'quality_index': 2.3082927550863688}"
68,SuburbanSmall,OSC,28.21738398492392,"{'transport_cost': 156.4607010985107, 'labor_cost': 306.63645090991974, 'project_duration': 90.8522614072344, 'material_cost': 211.61311455000686, 'carbon_emission': 25.385228013558788, 'quality_index': 4.799019494894001}"
68,SuburbanSmall,Traditional,6.547609849823155,"{'transport_cost': 180.5119551670825, 'labor_cost': 322.04749231069644, 'project_duration': 45.33855760283477, 'material_cost': 473.05346732218874, 'carbon_emission': 144.36378492741375, 'quality_index': 2.8805521029879797}"
69,UrbanLarge,OSC,16.463632934638095,"{'transport_cost': 82.67409855801462, 'labor_cost': 330.73574818048405, 'project_duration': 67.21710588820973, 'material_cost': 75.13322557153653, 'carbon_emission': 21.23178110320215, 'quality_index': 2.8159145369490215}"
69,UrbanLarge,Traditional,19.00041050585223,"{'transport_cost': 208.43781691526104, 'labor_cost': 167.3388861484285, 'project_duration': 106.53684958785637, 'material_cost': 181.28507963767467, 'carbon_emission': 180.93218517423838, 'quality_index': 7.060368959798508}"
69,SuburbanSmall,OSC,15.346432477987461,"{'transport_cost': 116.87476736899211, 'labor_cost': 378.5957795254744, 'project_duration': 51.458679333481406, 'material_cost': 179.94005887454705, 'carbon_emission': 71.06977469670497, 'quality_index': 2.6920091814417213}"
69,SuburbanSmall,Traditional,17.63865778156881,"{'transport_cost': 206.66284067586716, 'labor_cost': 157.50080314601007, 'project_duration': 106.86795929661717, 'material_cost': 277.6849508363334, 'carbon_emission': 227.6732252312267, 'quality_index': 6.781096365662185}"
70,UrbanLarge,OSC,19.140257319251575,"{'transport_cost': 207.25551026464805, 'labor_cost': 272.13479175008825, 'project_duration': 88.54650225720806, 'material_cost': 96.83723584664828, 'carbon_emission': 58.02345231135334, 'quality_index': 3.3024210454526552}"
70,UrbanLarge,Traditional,22.71697649548388,"{'transport_cost': 167.93292031337268, 'labor_cost': 380.1544458633715, 'project_duration': 63.3183787035774, 'material_cost': 387.3352110299794, 'carbon_emission': 228.10210941987347, 'quality_index': 8.540537547051255}"
70,SuburbanSmall,OSC,7.115067965671417,"{'transport_cost': 207.57822675917964, 'labor_cost': 230.9744050026972, 'project_duration': 69.16976261889019, 'material_cost': 304.7061296001451, 'carbon_emission': 71.3310389422656, 'quality_index': 1.3278715002151267}"
70,SuburbanSmall,Traditional,22.675426410779657,"{'transport_cost': 239.57859557903612, 'labor_cost': 294.5026871057204, 'project_duration': 116.04443044458404, 'material_cost': 205.7962054196836, 'carbon_emission': 131.39703281647596, 'quality_index': 8.160882799226904}"
71,UrbanLarge,OSC,13.59139005318946,"{'transport_cost': 163.89404307674255, 'labor_cost': 228.23044149317477, 'project_duration': 87.90549470288043, 'material_cost': 333.3662469318113, 'carbon_emission': 45.36437410749334, 'quality_index': 2.3836454018991247}"
71,UrbanLarge,Traditional,15.482043134484385,"{'transport_cost': 217.59399262799292, 'labor_cost': 376.40286682031325, 'project_duration': 109.50917888832676, 'material_cost': 498.04348387972607, 'carbon_emission': 271.2371750102467, 'quality_index': 6.307480593379624}"
71,SuburbanSmall,OSC,20.56625619700562,"{'transport_cost': 132.57290168354626, 'labor_cost': 274.4724865897602, 'project_duration': 42.609735529858426, 'material_cost': 119.1522181607694, 'carbon_emission': 99.1565960893981, 'quality_index': 3.568806263623666}"
71,SuburbanSmall,Traditional,21.404573229468504,"{'transport_cost': 135.66663216812282, 'labor_cost': 262.83293846363904, 'project_duration': 103.20140223366344, 'material_cost': 199.2678456996378, 'carbon_emission': 187.522994169208, 'quality_index': 7.892771594016061}"
72,UrbanLarge,OSC,52.68029297599183,"{'transport_cost': 108.8677464956493, 'labor_cost': 181.64404302334052, 'project_duration': 83.86188176771606, 'material_cost': 174.04557930177094, 'carbon_emission': 18.042658147525152, 'quality_index': 8.846701863212772}"
72,UrbanLarge,Traditional,0.9096802057069207,"{'transport_cost': 279.19749153268293, 'labor_cost': 181.0727651855339, 'project_duration': 114.03299372893049, 'material_cost': 151.79150713392, 'carbon_emission': 233.86535630491312, 'quality_index': 1.2187916482191588}"
72,SuburbanSmall,OSC,23.808047097805986,"{'transport_cost': 175.38478594448998, 'labor_cost': 289.9832976558765, 'project_duration': 74.43284606699913, 'material_cost': 275.64643971908924, 'carbon_emission': 78.86366816763994, 'quality_index': 4.116062520142859}"
72,SuburbanSmall,Traditional,13.101193411589495,"{'transport_cost': 262.7141664867701, 'labor_cost': 224.55104003586194, 'project_duration': 110.10442525445988, 'material_cost': 449.89587763961384, 'carbon_emission': 271.9127480736935, 'quality_index': 5.481698316144865}"
73,UrbanLarge,OSC,39.90761177225897,"{'transport_cost': 278.78603329510094, 'labor_cost': 165.03397508548665, 'project_duration': 77.14065843341962, 'material_cost': 211.40818426156034, 'carbon_emission': 75.76666964996306, 'quality_index': 6.787210652600591}"
73,UrbanLarge,Traditional,10.371393575216679,"{'transport_cost': 236.64745669830435, 'labor_cost': 174.99864517648442, 'project_duration': 47.9824229997472, 'material_cost': 302.6239884641632, 'carbon_emission': 238.87822710725328, 'quality_index': 4.41211863550506}"
73,SuburbanSmall,OSC,43.31971820773931,"{'transport_cost': 229.628482751524, 'labor_cost': 387.6016074344269, 'project_duration': 68.46500062410415, 'material_cost': 264.138426400825, 'carbon_emission': 74.11479212836457, 'quality_index': 7.379645196573162}"
73,SuburbanSmall,Traditional,0.0,"{'transport_cost': 84.05330826511668, 'labor_cost': 253.14403145106212, 'project_duration': 33.200969492561725, 'material_cost': 346.76941035260916, 'carbon_emission': 325.05584589927525, 'quality_index': 1.0132592571762675}"
74,UrbanLarge,OSC,30.82777246812252,"{'transport_cost': 247.214428496339, 'labor_cost': 237.95885248593714, 'project_duration': 30.810293920753548, 'material_cost': 334.4452456926379, 'carbon_emission': 10.18962050045528, 'quality_index': 5.237522153623567}"
74,UrbanLarge,Traditional,16.268403936914602,"{'transport_cost': 196.80948996629598, 'labor_cost': 346.526050180433, 'project_duration': 99.80333180166626, 'material_cost': 532.0722294322819, 'carbon_emission': 256.173573346844, 'quality_index': 6.515692727811906}"
74,SuburbanSmall,OSC,21.981297431923508,"{'transport_cost': 202.59332030821366, 'labor_cost': 213.88616111316327, 'project_duration': 57.30152116744401, 'material_cost': 189.53430521274873, 'carbon_emission': 76.81064054778709, 'quality_index': 3.7948933042919775}"
74,SuburbanSmall,Traditional,12.219377251626494,"{'transport_cost': 159.42479853309777, 'labor_cost': 349.9781184444332, 'project_duration': 53.52393464263473, 'material_cost': 339.93624625057953, 'carbon_emission': 308.1765278077716, 'quality_index': 5.289122879507651}"
75,UrbanLarge,OSC,6.6324981661205085,"{'transport_cost': 64.97732747395567, 'labor_cost': 166.60115197657734, 'project_duration': 31.48737291059843, 'material_cost': 209.63946327107786, 'carbon_emission': 20.615235379538866, 'quality_index': 1.1716199396943239}"
75,UrbanLarge,Traditional,3.661202481272653,"{'transport_cost': 61.30010925059319, 'labor_cost': 201.2864491120036, 'project_duration': 98.46924846810101, 'material_cost': 276.8193703946858, 'carbon_emission': 174.1794556555746, 'quality_index': 1.9208669967777516}"
75,SuburbanSmall,OSC,11.299603029667967,"{'transport_cost': 180.91022396553515, 'labor_cost': 373.33198569819297, 'project_duration': 109.18984576272234, 'material_cost': 119.19171029101821, 'carbon_emission': 63.725754813855424, 'quality_index': 2.0111979583956234}"
75,SuburbanSmall,Traditional,15.545482730529066,"{'transport_cost': 207.90019543605572, 'labor_cost': 333.78483976685163, 'project_duration': 103.15164116289773, 'material_cost': 569.4326596553652, 'carbon_emission': 281.3250423741427, 'quality_index': 6.366492761392003}"
76,UrbanLarge,OSC,23.636641428308483,"{'transport_cost': 103.45696768342395, 'labor_cost': 162.1719928047919, 'project_duration': 33.935657176339596, 'material_cost': 218.11269525391305, 'carbon_emission': 70.78898794523317, 'quality_index': 4.052180134199345}"
76,UrbanLarge,Traditional,13.529913673789936,"{'transport_cost': 73.45782124753393, 'labor_cost': 279.9435381299289, 'project_duration': 56.310868119021436, 'material_cost': 413.47828117222423, 'carbon_emission': 265.1555051915759, 'quality_index': 5.564240606468496}"
76,SuburbanSmall,OSC,44.042708929917914,"{'transport_cost': 112.18894731359379, 'labor_cost': 246.1487724000781, 'project_duration': 40.86012503041823, 'material_cost': 272.20527961002256, 'carbon_emission': 47.69674672472099, 'quality_index': 7.450259110515107}"
76,SuburbanSmall,Traditional,15.292572705915228,"{'transport_cost': 200.1846673595344, 'labor_cost': 188.07957030677366, 'project_duration': 81.94069247534438, 'material_cost': 581.6379000056677, 'carbon_emission': 163.16022279508655, 'quality_index': 5.856925452993582}"
77,UrbanLarge,OSC,51.30319376809491,"{'transport_cost': 289.180724169233, 'labor_cost': 351.4980387866241, 'project_duration': 65.09952199454969, 'material_cost': 166.49593321842724, 'carbon_emission': 30.57143723568283, 'quality_index': 8.665694569731585}"
77,UrbanLarge,Traditional,8.180169765594435,"{'transport_cost': 297.7710295050331, 'labor_cost': 160.18248384332784, 'project_duration': 56.05107310035905, 'material_cost': 553.6296013344288, 'carbon_emission': 210.83111148751925, 'quality_index': 3.654289874530496}"
77,SuburbanSmall,OSC,36.37994075718696,"{'transport_cost': 250.88461200753468, 'labor_cost': 329.64014005228955, 'project_duration': 79.79702867311964, 'material_cost': 229.9421749547047, 'carbon_emission': 22.333386272569193, 'quality_index': 6.171986495537693}"
77,SuburbanSmall,Traditional,25.57544033350621,"{'transport_cost': 51.699857545278874, 'labor_cost': 388.6221420142696, 'project_duration': 110.21305264941725, 'material_cost': 328.62130968149665, 'carbon_emission': 251.1042088733928, 'quality_index': 9.533037098355834}"
78,UrbanLarge,OSC,42.234464501647764,"{'transport_cost': 118.07735428369074, 'labor_cost': 221.92411507367507, 'project_duration': 31.4004975301604, 'material_cost': 225.83546893107265, 'carbon_emission': 32.01361963572756, 'quality_index': 7.1286262042253385}"
78,UrbanLarge,Traditional,22.851309627970696,"{'transport_cost': 100.36991585423576, 'labor_cost': 386.6973276753269, 'project_duration': 65.0113375857646, 'material_cost': 324.95823749784245, 'carbon_emission': 173.70891526862545, 'quality_index': 8.37658303378063}"
78,SuburbanSmall,OSC,49.83766951949633,"{'transport_cost': 204.75361927031315, 'labor_cost': 319.99222713702613, 'project_duration': 52.81363137721107, 'material_cost': 262.8051957722147, 'carbon_emission': 93.78453219937003, 'quality_index': 8.47193770143548}"
78,SuburbanSmall,Traditional,15.85836156365172,"{'transport_cost': 175.16637174150048, 'labor_cost': 296.080030109326, 'project_duration': 118.66192268931916, 'material_cost': 216.87022444192414, 'carbon_emission': 271.9160530391284, 'quality_index': 6.345422170523834}"
79,UrbanLarge,OSC,45.08152524229547,"{'transport_cost': 251.87794498360245, 'labor_cost': 333.96554649670986, 'project_duration': 83.14846537957452, 'material_cost': 301.2579320099768, 'carbon_emission': 22.290448619890736, 'quality_index': 7.6307297390647415}"
79,UrbanLarge,Traditional,20.030420112659122,"{'transport_cost': 50.43049016673738, 'labor_cost': 191.67152133802395, 'project_duration': 88.70289922350605, 'material_cost': 287.8910120850743, 'carbon_emission': 188.68384884426544, 'quality_index': 7.423529094498332}"
79,SuburbanSmall,OSC,16.64954825246224,"{'transport_cost': 280.6165791774949, 'labor_cost': 253.00204890008467, 'project_duration': 94.5836472170042, 'material_cost': 325.5353847671679, 'carbon_emission': 95.34652175764708, 'quality_index': 2.9498417005244955}"
79,SuburbanSmall,Traditional,1.381461839307996,"{'transport_cost': 128.64470067974494, 'labor_cost': 244.30655559996714, 'project_duration': 88.67961540408427, 'material_cost': 641.5588021433031, 'carbon_emission': 128.6049703884008, 'quality_index': 1.1146171940468936}"
80,UrbanLarge,OSC,16.147018412144,"{'transport_cost': 63.51541369761916, 'labor_cost': 379.78662870076533, 'project_duration': 119.72556637431322, 'material_cost': 256.8627994472139, 'carbon_emission': 24.64530867181859, 'quality_index': 2.789503586122249}"
80,UrbanLarge,Traditional,5.796578582104354,"{'transport_cost': 292.19377558061205, 'labor_cost': 245.72465151740064, 'project_duration': 57.59421534981463, 'material_cost': 562.9324367491317, 'carbon_emission': 102.87252491381776, 'quality_index': 2.5197348023802095}"
80,SuburbanSmall,OSC,46.452782453580944,"{'transport_cost': 233.0589141626053, 'labor_cost': 348.05104724722275, 'project_duration': 30.98374428831039, 'material_cost': 314.82688842019354, 'carbon_emission': 52.537633192924304, 'quality_index': 7.885460308794262}"
80,SuburbanSmall,Traditional,12.454075769722504,"{'transport_cost': 283.65414693668725, 'labor_cost': 155.71324692905867, 'project_duration': 64.35738893034045, 'material_cost': 200.44576164985205, 'carbon_emission': 170.80488811743956, 'quality_index': 4.862888918191321}"
81,UrbanLarge,OSC,57.305837485381886,"{'transport_cost': 66.26967505238692, 'labor_cost': 273.38182843428234, 'project_duration': 47.558645605403434, 'material_cost': 265.30670327429823, 'carbon_emission': 54.10463215936212, 'quality_index': 9.663277686225447}"
81,UrbanLarge,Traditional,5.157756273460088,"{'transport_cost': 134.52755916738596, 'labor_cost': 250.4066781317016, 'project_duration': 64.18797083767437, 'material_cost': 431.44370318260934, 'carbon_emission': 219.01184874367576, 'quality_index': 2.630708907072659}"
81,SuburbanSmall,OSC,56.19226273945986,"{'transport_cost': 96.75981039540477, 'labor_cost': 246.24585878249297, 'project_duration': 118.07032543502449, 'material_cost': 229.22904068320543, 'carbon_emission': 25.693135365526658, 'quality_index': 9.45036970381026}"
81,SuburbanSmall,Traditional,14.675673794703503,"{'transport_cost': 251.72732991158068, 'labor_cost': 387.9234497091444, 'project_duration': 54.94044297611378, 'material_cost': 626.8603238148721, 'carbon_emission': 205.4686427279837, 'quality_index': 5.85823365253569}"
82,UrbanLarge,OSC,38.5534636871455,"{'transport_cost': 176.30536578728535, 'labor_cost': 239.4199069920205, 'project_duration': 100.7747228293903, 'material_cost': 319.7207435850868, 'carbon_emission': 59.01035876888392, 'quality_index': 6.556468804205474}"
82,UrbanLarge,Traditional,18.525629054189913,"{'transport_cost': 260.367879709367, 'labor_cost': 173.41143020251627, 'project_duration': 36.855113438375625, 'material_cost': 499.76631798618297, 'carbon_emission': 187.5514078701171, 'quality_index': 7.007835628274376}"
82,SuburbanSmall,OSC,35.64727739427215,"{'transport_cost': 110.38221579829863, 'labor_cost': 257.2927994910998, 'project_duration': 80.12469762393528, 'material_cost': 302.263454336746, 'carbon_emission': 27.667882018508916, 'quality_index': 6.038707075130354}"
82,SuburbanSmall,Traditional,15.042970978504423,"{'transport_cost': 117.90237903314683, 'labor_cost': 341.54227349820803, 'project_duration': 33.76838192417609, 'material_cost': 555.0718898481776, 'carbon_emission': 295.83766395622547, 'quality_index': 6.225897326551012}"
83,UrbanLarge,OSC,40.46222223620876,"{'transport_cost': 138.42741074489672, 'labor_cost': 227.73237913510252, 'project_duration': 81.36983704438163, 'material_cost': 312.2053435905824, 'carbon_emission': 25.48129851157146, 'quality_index': 6.840312025180057}"
83,UrbanLarge,Traditional,21.630558512558135,"{'transport_cost': 168.24220483157924, 'labor_cost': 235.65482353670336, 'project_duration': 57.67255920489683, 'material_cost': 456.1898789837538, 'carbon_emission': 195.28631985039823, 'quality_index': 8.052270994210048}"
83,SuburbanSmall,OSC,43.529447261375495,"{'transport_cost': 235.3139900243166, 'labor_cost': 240.9438734432332, 'project_duration': 51.15487461872277, 'material_cost': 328.5323852497712, 'carbon_emission': 22.650883659075784, 'quality_index': 7.363204752024848}"
83,SuburbanSmall,Traditional,3.6519150807806144,"{'transport_cost': 91.85221887950344, 'labor_cost': 284.490746101085, 'project_duration': 83.67802901356629, 'material_cost': 222.4843705177117, 'carbon_emission': 193.1321032306917, 'quality_index': 1.9941514455843552}"
84,UrbanLarge,OSC,26.652396592477306,"{'transport_cost': 251.82986145704442, 'labor_cost': 325.32721380900057, 'project_duration': 68.92402037691296, 'material_cost': 157.18917418034493, 'carbon_emission': 18.508312623103592, 'quality_index': 4.53908372031507}"
84,UrbanLarge,Traditional,22.44214167938225,"{'transport_cost': 239.89503928385608, 'labor_cost': 226.09746296045344, 'project_duration': 45.4038349218483, 'material_cost': 470.95701488697, 'carbon_emission': 152.9508332613222, 'quality_index': 8.198761007805441}"
84,SuburbanSmall,OSC,14.93234091334314,"{'transport_cost': 219.94645656753795, 'labor_cost': 296.82093157488634, 'project_duration': 81.95201226621126, 'material_cost': 327.848527853679, 'carbon_emission': 36.82437134239752, 'quality_index': 2.6132566745643104}"
84,SuburbanSmall,Traditional,0.699113396675954,"{'transport_cost': 288.1830981736027, 'labor_cost': 241.55320213024999, 'project_duration': 85.38332748321179, 'material_cost': 438.81394688894454, 'carbon_emission': 316.91573970259685, 'quality_index': 1.5046569861657066}"
85,UrbanLarge,OSC,33.82098621725505,"{'transport_cost': 275.07097951584615, 'labor_cost': 208.44385818935265, 'project_duration': 86.00383185280536, 'material_cost': 323.203523177757, 'carbon_emission': 47.08885508990395, 'quality_index': 5.765707122215534}"
85,UrbanLarge,Traditional,14.253876527383785,"{'transport_cost': 87.22594321169714, 'labor_cost': 299.54609788222604, 'project_duration': 78.59010932554693, 'material_cost': 486.98570452189244, 'carbon_emission': 162.81240227944824, 'quality_index': 5.488168571307382}"
85,SuburbanSmall,OSC,40.31830682728146,"{'transport_cost': 163.07430724912274, 'labor_cost': 352.9009580677602, 'project_duration': 110.90932257452775, 'material_cost': 222.7544647603275, 'carbon_emission': 29.018275189637535, 'quality_index': 6.825980781657966}"
85,SuburbanSmall,Traditional,5.967669904930066,"{'transport_cost': 228.94926643800767, 'labor_cost': 172.0522516732063, 'project_duration': 55.02090418741679, 'material_cost': 512.0391906439618, 'carbon_emission': 154.0015310159912, 'quality_index': 2.705459673642254}"
86,UrbanLarge,OSC,20.78564223214074,"{'transport_cost': 288.48268143027354, 'labor_cost': 217.27773787533204, 'project_duration': 32.93660144945828, 'material_cost': 107.25615136647743, 'carbon_emission': 67.33826184381024, 'quality_index': 3.5885018758568634}"
86,UrbanLarge,Traditional,13.9804078429518,"{'transport_cost': 147.0388748409327, 'labor_cost': 219.39503495129318, 'project_duration': 53.74601362080675, 'material_cost': 592.1439199274698, 'carbon_emission': 106.66313634753169, 'quality_index': 5.228697030968971}"
86,SuburbanSmall,OSC,15.57097905879922,"{'transport_cost': 243.33109752357117, 'labor_cost': 344.6844396183186, 'project_duration': 79.14995693689289, 'material_cost': 323.4297537187739, 'carbon_emission': 23.539328875354606, 'quality_index': 2.7160509828471837}"
86,SuburbanSmall,Traditional,8.001063654155054,"{'transport_cost': 129.04748804516643, 'labor_cost': 310.88501334062914, 'project_duration': 84.66215650466579, 'material_cost': 413.39344202475775, 'carbon_emission': 229.91161037838054, 'quality_index': 3.6230212400708535}"
87,UrbanLarge,OSC,30.369790502513748,"{'transport_cost': 242.37568396638613, 'labor_cost': 298.1811541241335, 'project_duration': 44.80147459457642, 'material_cost': 257.7238040007294, 'carbon_emission': 51.00345555907508, 'quality_index': 5.192832479172771}"
87,UrbanLarge,Traditional,21.90192702571114,"{'transport_cost': 259.8002429809344, 'labor_cost': 213.74458012315, 'project_duration': 60.79848168295067, 'material_cost': 532.4355803404529, 'carbon_emission': 195.06710961380188, 'quality_index': 8.174417241381839}"
87,SuburbanSmall,OSC,18.14464401355388,"{'transport_cost': 178.88411544828014, 'labor_cost': 394.9471468981331, 'project_duration': 103.83659713050618, 'material_cost': 375.73581424043994, 'carbon_emission': 64.71194126452815, 'quality_index': 3.183541406266848}"
87,SuburbanSmall,Traditional,22.428322097007076,"{'transport_cost': 76.00571484932904, 'labor_cost': 321.2500515909039, 'project_duration': 94.21751793323446, 'material_cost': 598.545748788255, 'carbon_emission': 135.04263801113055, 'quality_index': 8.147538717979124}"
88,UrbanLarge,OSC,8.973562842210901,"{'transport_cost': 258.6105372247612, 'labor_cost': 162.7765175741216, 'project_duration': 83.56046969042268, 'material_cost': 155.00849772253548, 'carbon_emission': 69.03520890428794, 'quality_index': 1.617167098068881}"
88,UrbanLarge,Traditional,11.29125579630633,"{'transport_cost': 231.4369851196466, 'labor_cost': 176.75691966274465, 'project_duration': 71.5858046415712, 'material_cost': 435.9376446456788, 'carbon_emission': 200.81935335657755, 'quality_index': 4.6207345653858285}"
88,SuburbanSmall,OSC,28.806165986225825,"{'transport_cost': 297.66551122460646, 'labor_cost': 161.21407041889404, 'project_duration': 78.2307007230743, 'material_cost': 273.0479545135847, 'carbon_emission': 22.23786176592231, 'quality_index': 4.900884497637804}"
88,SuburbanSmall,Traditional,27.57936054580528,"{'transport_cost': 132.656541392914, 'labor_cost': 363.1758115515136, 'project_duration': 65.46158413606224, 'material_cost': 412.5758527059353, 'carbon_emission': 139.42625327852124, 'quality_index': 9.859742849674689}"
89,UrbanLarge,OSC,17.15175672833906,"{'transport_cost': 61.862684533085314, 'labor_cost': 296.5807172217862, 'project_duration': 34.19708375149134, 'material_cost': 294.29534351798924, 'carbon_emission': 32.68124372492099, 'quality_index': 2.9583870184131507}"
89,UrbanLarge,Traditional,7.013525398567273,"{'transport_cost': 54.65017891272515, 'labor_cost': 386.54075570782777, 'project_duration': 84.90576593071496, 'material_cost': 392.0404881763494, 'carbon_emission': 268.30215334319314, 'quality_index': 3.4173448490657132}"
89,SuburbanSmall,OSC,17.9303432101113,"{'transport_cost': 298.24767114701694, 'labor_cost': 383.83518036537106, 'project_duration': 92.04121843973968, 'material_cost': 183.28194424522087, 'carbon_emission': 37.420342005797664, 'quality_index': 3.115725797329782}"
89,SuburbanSmall,Traditional,14.045924350780385,"{'transport_cost': 161.71864119722557, 'labor_cost': 397.1262503372112, 'project_duration': 90.84103215769443, 'material_cost': 288.03038877399075, 'carbon_emission': 238.0416416295286, 'quality_index': 5.663641429093764}"
90,UrbanLarge,OSC,21.188970633882082,"{'transport_cost': 258.30886643182396, 'labor_cost': 249.04033756964884, 'project_duration': 45.20327439232024, 'material_cost': 104.07050912496122, 'carbon_emission': 46.46883543128289, 'quality_index': 3.6381546588537974}"
90,UrbanLarge,Traditional,14.166993276355216,"{'transport_cost': 238.87659442406704, 'labor_cost': 175.96892371723527, 'project_duration': 119.148736048022, 'material_cost': 547.8097548336139, 'carbon_emission': 180.8576933174524, 'quality_index': 5.539113463837673}"
90,SuburbanSmall,OSC,6.690010498521623,"{'transport_cost': 61.50809297925584, 'labor_cost': 180.1183820397577, 'project_duration': 74.57388874584163, 'material_cost': 365.44529437991577, 'carbon_emission': 89.33041764385807, 'quality_index': 1.256896183278922}"
90,SuburbanSmall,Traditional,3.6287558245633034,"{'transport_cost': 190.02928566824065, 'labor_cost': 166.48459937815826, 'project_duration': 105.6809036369008, 'material_cost': 630.3698009689632, 'carbon_emission': 285.3622067283877, 'quality_index': 2.3801001163969184}"
91,UrbanLarge,OSC,20.292381812326322,"{'transport_cost': 121.21530551544242, 'labor_cost': 333.63411428816585, 'project_duration': 33.37636338501579, 'material_cost': 343.7697912188934, 'carbon_emission': 48.71739057886949, 'quality_index': 3.5113969287615}"
91,UrbanLarge,Traditional,3.5140021646266884,"{'transport_cost': 175.7562591037514, 'labor_cost': 260.6733194755749, 'project_duration': 56.40499736366313, 'material_cost': 460.7160294734437, 'carbon_emission': 201.80703746791846, 'quality_index': 2.0433898704470175}"
91,SuburbanSmall,OSC,36.75114572777253,"{'transport_cost': 95.47745170077638, 'labor_cost': 256.42888290574075, 'project_duration': 36.86497211175983, 'material_cost': 157.89756427678043, 'carbon_emission': 67.13960825170233, 'quality_index': 6.23778550582554}"
91,SuburbanSmall,Traditional,13.218889604584563,"{'transport_cost': 134.67507150161964, 'labor_cost': 316.51760512455354, 'project_duration': 112.71000281660422, 'material_cost': 497.86016167460275, 'carbon_emission': 245.14327001316366, 'quality_index': 5.434341398972238}"
92,UrbanLarge,OSC,21.66956967670782,"{'transport_cost': 101.2252698940269, 'labor_cost': 338.5855121662213, 'project_duration': 38.74554848348349, 'material_cost': 321.0655478678557, 'carbon_emission': 47.790876746498746, 'quality_index': 3.735962491176508}"
92,UrbanLarge,Traditional,19.53498787506116,"{'transport_cost': 190.25266827993173, 'labor_cost': 170.9625215699438, 'project_duration': 75.21756120756908, 'material_cost': 270.59473268514284, 'carbon_emission': 293.5555043360129, 'quality_index': 7.630583177814877}"
92,SuburbanSmall,OSC,20.2857192415957,"{'transport_cost': 239.55046851929382, 'labor_cost': 162.97341839106707, 'project_duration': 47.273751079421714, 'material_cost': 141.18011307476047, 'carbon_emission': 25.10116868429239, 'quality_index': 3.4622824030567623}"
92,SuburbanSmall,Traditional,14.008209513720345,"{'transport_cost': 209.95661102775455, 'labor_cost': 179.35876006856694, 'project_duration': 110.14877052658106, 'material_cost': 462.3249516285467, 'carbon_emission': 263.5363791179643, 'quality_index': 5.737111173349967}"
93,UrbanLarge,OSC,23.07882018521032,"{'transport_cost': 76.10708556909134, 'labor_cost': 391.3401702622722, 'project_duration': 103.57496548503518, 'material_cost': 89.2354932394669, 'carbon_emission': 42.55134590127461, 'quality_index': 3.943783124571763}"
